Site,Timestamp,Scanner Frequency,Temperature,SNR,T1w,T2w,FSIP
Site_4,2023-11-05,2.05157370458915,21.801645936306237,26.698112293141723,1.8732324463820627,40.39083389676735,0.8086825065709639
Site_5,2023-11-05,1.8978035515225882,21.561055135563667,22.785441453267744,0.5509189678786983,53.058452329759675,0.9266302751188045
Site_1,2023-11-12,1.8659844650686255,19.822627011142853,35.88050378540592,1.5461304008702599,60.70846573538846,0.9902806684413314
Site_2,2023-11-12,2.9595158321286683,20.48053039120615,32.40145511857027,0.9460235110588262,43.514659965793335,0.9203223640292663
Site_3,2023-11-12,2.0896465870001406,19.10952473192453,30.66922183952643,1.8865942930647956,54.02507724836723,0.963837771885358
Site_4,2023-11-12,2.8380698327656697,18.752484638895044,37.87785166101915,1.9565873677480516,41.328124351654665,0.9768412926696816
Site_5,2023-11-12,2.4467079389958943,19.854793619759928,35.77194422449061,1.9163997336701508,43.14313988620083,0.8456159543897865
Site_1,2023-11-19,2.692216955312473,19.41340891210421,23.033497594655024,1.2113213249861956,55.87693104806384,0.8424089679816453
Site_2,2023-11-19,2.2539556396577884,20.33462444740349,26.234441355910967,1.7930639764839702,45.30863016172241,0.9221961977701983
Site_3,2023-11-19,2.3653558269395387,18.31093854785994,24.969782796289316,1.7668240978026055,62.70163393046232,0.882205693961341
Site_4,2023-11-19,2.2387765407282956,21.897579230664665,34.87892585145354,0.9786507098648835,67.57859876549063,0.9679722605733441
Site_5,2023-11-19,1.7928644816970667,21.944842977918412,20.670648694715588,1.743373211226016,72.0234679643633,0.9800046246796023
Site_1,2023-11-26,2.5836781728922578,20.79264685607898,31.39779369742633,0.5555114520732389,48.0060097697924,0.8706842758605436
Site_2,2023-11-26,1.9211585436612837,20.14438546537648,35.24917371481381,1.3944048177230797,46.69930329036279,0.8473741117948964
Site_3,2023-11-26,1.5364739496471809,19.23811046514531,37.53531273523499,0.8450132559315546,44.18271361337601,0.9561051030487724
Site_4,2023-11-26,2.4682084438607514,21.255180078827795,26.841634974318147,0.6808503286659182,65.45720998174546,0.8549612071096273
Site_5,2023-11-26,1.7656660191105735,20.738924690215516,36.42514609344026,0.6154298024438137,68.25902905947605,0.9645228637027357
Site_1,2023-12-03,2.9106878765293716,18.650467757379566,22.212634739104146,1.5444331638172097,41.26344579302568,0.8847476507297526
Site_2,2023-12-03,2.930892865503881,21.64370873797537,36.92904583469036,1.0098124456520992,77.4484898497476,0.9335099798582941
Site_3,2023-12-03,2.872296585330673,21.290148971692677,22.54977324663965,1.5871501572931421,42.0788513460589,0.8191070627669337
Site_4,2023-12-03,2.0552380503831666,21.799199653167697,27.945745811207345,0.5980345111984136,61.65185341204282,0.9247718649353146
Site_5,2023-12-03,1.5231849247933011,20.90287803355344,35.94590731559107,0.9729355067459156,68.36242077803666,0.8903535357474458
Site_1,2023-12-10,2.892477843881588,20.45366078374316,22.998348546975475,1.3092369385630058,74.83876494984342,0.9173216926350949
Site_2,2023-12-10,2.1422762224759717,19.672972145162475,24.58502790465283,1.6860847472584453,68.56347728529711,0.8336028415489727
Site_3,2023-12-10,2.9499822285655046,21.730913933416055,34.445051367861325,0.9781287543981049,72.06912332279168,0.9473747489888364
Site_4,2023-12-10,2.9454299656338794,21.464255558001632,34.40073073092149,1.4388370646555138,53.57800770171224,0.9725594155086457
Site_5,2023-12-10,2.77951418320104,18.180874680424758,32.82295265770595,1.8289666223542806,72.5930045498605,0.8433479600181552
Site_1,2023-12-17,1.9416733381043785,18.10546789798901,33.878968889342005,1.423794782273457,43.204593855387,0.8191429111040324
Site_2,2023-12-17,2.077646592902888,19.5058534675122,30.854488866951925,0.8494392121304506,75.7926662424211,0.8047277172092673
Site_3,2023-12-17,2.7767050072752855,21.24221332312733,25.035981178139053,0.536601172334807,61.90369504614945,0.9283943000886532
Site_4,2023-12-17,1.9753830077344166,21.949104517259777,26.913919870078388,1.8051483108513948,72.69191079849975,0.9214188072177562
Site_5,2023-12-17,1.7542391200291387,18.601667564414115,23.631954336028514,0.5319041162755807,58.092731380732005,0.909339482542814
Site_1,2023-12-24,2.3352018936875254,20.37652286140854,38.169011226672566,1.812052509026299,65.743107807861,0.8463894192231951
Site_2,2023-12-24,2.9042321612411715,19.523563426524085,31.66783589532241,1.293405701040818,61.05610643744453,0.8781811991811029
Site_3,2023-12-24,2.5440446950124596,21.879657591258415,28.017028335272798,1.9086015477693443,69.26358087021327,0.9188952670372346
Site_4,2023-12-24,2.3550917551340476,21.368475692542834,29.240116072882653,1.6981748536604981,43.26519928122358,0.8993533717718339
Site_5,2023-12-24,1.6457647406561529,21.353314818844552,38.94566679223631,1.9969011658000062,42.41408335962255,0.9975571040429775
Site_1,2023-12-31,2.4225108400487545,19.87477263917988,23.067028062321604,1.0260677231775652,49.88412936040586,0.8272879505113466
Site_2,2023-12-31,2.985080775156395,19.65927800935066,31.724596640335946,1.6507824333966903,46.381787204527534,0.9390289108095188
Site_3,2023-12-31,1.710126022854786,19.093628287722826,30.11777357768932,1.1028963704138632,74.87134266368807,0.8808637536208584
Site_4,2023-12-31,2.277494478545605,18.22550198660371,32.22908470869296,1.2198134304558632,48.76855949432177,0.885639922985123
Site_5,2023-12-31,2.8160596078919333,21.458889505020213,20.36220367641681,1.4412581948275551,79.03461023276526,0.9435195531316353
